PARCEL_ID,ADDRESS,PRINT_KEY,PROPERTY_CLASS,BUILD_STYLE,SFLA,LAT,LONG
422,Shotwell Park,010.-02-54.0,593,,,1072993,540705
423,9  Heather Woods Ct,010.-03-06.0,210,05,2230,1071172,538500
424,80 W Lake St,011.-01-01.4,210,06,4299,1070704,540155
425,15  Prentiss Dr,011.-02-03.0,210,05,3036,1070594,539587
426,2  Wicklow Dr,011.-04-01.1,210,01,2304,1070796,538684
427,9  Whitegate Dr,011.-04-18.1,210,01,2083,1069948,538678
428,W Genesee St,012.-01-01.0,312,,,1073126,541186
429,W Genesee St,012.-01-05.0,312,,,1073159,541179
430,18 E Genesee St - Unit 2,012.-01-14.0/2,411,,,0,0
431,41  Lakeview Cir,012.-01-41.1,311,,,1072726,543758
432,17  Lakeview Cir,012.-02-04.0,210,01,2187,1072311,544000
433,44 E Lake Rd,013.-01-16.0,210,08,2204,1072574,544710
434,9  Lakeview Cir,013.-01-41.0,210,03,1664,1071862,544184
435,71 E Lake Rd,013.-02-05.0,210,08,1734,1071927,545392
436,6  Sachem Dr,013.-02-06.5,210,05,2360,1071820,545728
437,98 E Lake Rd,014.-01-13.1,210,05,3240,1071098,545648
438,105 E Lake Rd,014.-02-02.0,210,03,2196,1070792,546161
439,95 E Lake Rd,014.-02-05.0,210,05,4338,1071202,545989
440,6 E Lake St,009.-01-19.1,,,,1073635,544119
441,32  West Lake St,010.-02-29.0,,,,0,0
442,34  East Street Water Tower,005.-02-05.0/5,831,,,0,0
443,33  Hannum St,006.-07-04.1,210,08,1008,1073699,539902
444,77 E Genesee St - Apt 4,007.-03-32.0/4,411,,,1073528,541928
445,108  Orchard Rd,003.-04-06.0,210,06,2731,1074854,538868
446,12  Jordan St,007.-04-35.1,421,,,1073532,541270
447,24 E Genesee St - Unit 3,012.-01-16.0/3,411,,,1073196,541380
448,77 W Genesee St,010.-02-04.1,662,,,1072611,539209
449,East St,005.-02-04.2,311,,,1075326,544153
450,55  Onondaga St,008.-02-04.2,210,08,1480,1074497,544664
451,113  Orchard Rd,003.-03-06.0,210,05,3140,1074974,538333
452,83  Fennell St,003.-05-04.0,210,08,1480,1075490,539183
453,105  Sinclair St,003.-05-09.0,210,05,2460,1075207,538728
454,3  Fennell St - Apt E,006.-06-11.0/5,411,,,1073602,540970
455,122  Orchard Rd,003.-06-06.0,210,05,3268,1075434,538214
456,67 W Elizabeth St,006.-01-09.1,210,08,1820,1073924,538731
457,118 E Genesee St,012.-01-37.1,210,06,6132,1072600,543075
458,62 E Lake Rd,013.-01-22.1,210,08,3832,1072011,544955
459,50  East St,005.-02-10.0,210,05,2030,1076534,543324
460,14  Highland St,006.-01-27.0,210,04,1404,1073362,538401
461,11  Highland St,006.-02-06.0,210,01,1388,1073179,538566
462,3  Highland St,006.-02-09.0,210,08,1188,1073216,538813
463,47 W Elizabeth St,006.-03-05.0,210,05,1208,1074320,539377
464,33  Griffin St,006.-03-10.0,210,08,1732,1073934,539358
465,10  Orchard Rd,006.-03-26.0,210,05,2068,1073340,539154
466,32  Orchard Rd,006.-03-37.1,210,04,1424,1074011,539233
467,36  Orchard Rd,006.-03-39.0,210,01,1312,1074147,539141
468,43 W Elizabeth St,006.-04-01.0,210,08,1640,1074361,539540
469,21 W Elizabeth St,006.-05-03.0,220,08,1557,1074559,540211
470,61  Jordan St,006.-05-13.0,210,08,1743,1074591,540766
471,33  Jordan St,006.-05-27.0,220,08,2150,1073850,541033
472,14  Fennell St,006.-05-35.0,481,,,1073885,540830
473,23  Fennell St,006.-06-04.0,484,,,1073747,540477
474,19  Fennell St,006.-06-05.0,210,08,1776,1073767,540587
475,11  Fennell St,006.-06-09.0,464,,,1073669,540786
476,3  Jordan St,006.-06-16.0,481,,,1073405,541129
477,18 W Genesee St,006.-06-20.0,485,,,1073308,540839
478,24  Hannum St,006.-06-32.0,210,08,864,1073727,540193
479,12  Griffin St,006.-07-26.0,210,08,2375,1073388,539748
480,20  Griffin St,006.-07-30.0,210,04,1641,1073613,539742
481,64  Jordan St,007.-01-01.0,210,08,1536,1074734,540957
482,43  State St - Unit 1C,007.-01-13.0/3,411,,,0,0
483,43  State St - Unit 4B,007.-01-13.0/14,411,,,0,0
484,43  State St - Unit 5B,007.-01-13.0/18,411,,,0,0
485,15  Academy St,007.-01-19.0,210,08,3435,1074438,541504
486,54  Jordan St,007.-01-27.0,210,05,2520,1074462,541029
487,62  Jordan St,007.-01-30.0,210,08,1456,1074652,541004
488,36 E Elizabeth St,007.-02-02.0,210,05,2496,1074737,542220
489,44 E Elizabeth St,007.-02-06.0,210,08,1566,1074757,542549
490,46 E Elizabeth St,007.-02-07.0,210,08,1820,1074760,542617
491,45  Leitch Ave,007.-02-16.0,210,08,2286,1074382,542656
492,40  State St,007.-02-31.0,210,08,1734,1074451,541914
493,44  State St,007.-02-32.0,210,08,5231,1074534,542263
494,36  Academy St,007.-03-07.0,210,05,2308,1074031,542124
495,46  Academy St,007.-03-12.0,210,08,1760,1074020,542474
496,75 E Genesee St,007.-03-33.0,483,,,1073369,541809
497,72 E Genesee St - Unit 4,007.-03-45.1/4,411,,,0,0
498,78 E Genesee St - Unit 8,007.-03-45.1/8,411,,,0,0
499,4  Academy St,007.-04-02.0,210,08,1142,1074284,541126
500,18  Academy St,007.-04-09.0,210,08,2003,1074171,541487
501,31  State St,007.-04-11.0,210,05,2842,1074185,541641
502,9  State St,007.-04-21.0,210,05,1713,1073536,541533
503,12  Jordan St,007.-04-35.0,482,,,1073542,541268
504,10  Jordan (rear) St,007.-04-38.0,482,,,1073555,541309
505,42  Jordan St,007.-04-47.0/42,411,,,0,0
506,58  Leitch Ave,008.-01-01.0,210,08,2178,1074809,542978
507,25  East St,008.-01-12.0,210,05,2096,1074608,543708
508,5  Onondaga St,008.-01-36.0,210,08,2946,1073279,543084
509,115 E Genesee St,008.-01-38.0,210,08,6362,1073211,542945
510,43  Onondaga St,008.-02-08.0,210,08,2130,1074116,544242
511,14  Onondaga St,009.-01-04.0,210,08,2343,1073342,543491
512,28  Onondaga St,009.-01-11.0,210,05,2247,1073645,543908
513,16 E Lake St,009.-01-22.0,210,08,1414,1073500,544356
514,28 E Lake St,009.-01-28.0,210,08,1685,1073145,544466
515,171 E Genesee St,009.-01-33.0,210,08,1695,1072883,544529
516,145 E Genesee St,009.-01-43.0,210,08,1575,1073146,543812
517,3  Chestnut Cir,009.-01-47.0,210,05,3148,1073190,543511
518,135 E Genesee St,009.-01-48.0,210,05,2270,1073050,543495
519,17  Goodspeed Pl,009.-02-01.0,210,06,2539,1073363,544930
520,181 E Genesee St,009.-02-08.0,210,08,2668,1072922,544943
521,9 E Lake St,009.-02-19.0,220,05,2436,1073550,544547
522,10  Teasel Ln,009.-03-10.1,210,05,2800,1073545,544907
523,2  Heritage Woods Rd,010.-01-06.0,210,01,1785,1071876,538980
524,63 W Genesee St,010.-02-08.2,311,,,1072517,539537
525,14 W Lake St,010.-02-22.0,210,08,2612,1072688,540054
526,50 W Lake St,010.-02-35.1,210,05,5058,1071516,539673
527,52 W Lake St,010.-02-36.0,210,08,3888,1071517,539867
528,4  Heather Woods Ct,010.-03-02.0,210,01,2204,1071491,538316
529,10  Hawthorne Woods Ct,010.-03-15.0,210,02,2056,1071189,538717
530,88 W Lake St,011.-01-01.3,210,05,5120,1070420,540234
531,W Genesee St,012.-01-07.1,312,,,1073190,541166
532,58 E Genesee St,012.-01-27.0,481,,,1073157,541635
533,96 E Genesee St,012.-01-30.0,620,,,1073005,542304
534,118 E Genesee St,012.-01-37.0,210,06,6132,1072560,543078
535,130 E Genesee St,012.-01-38.0,411,,,1072434,543345
536,39  Lakeview Cir,012.-01-42.1,210,07,4869,1071617,543737
537,19  Lakeview Cir,012.-02-06.0,210,05,2730,1072160,543998
538,174 E Genesee St,013.-01-14.0,210,05,2083,1072703,544655
539,46 E Lake Rd,013.-01-17.0,210,04,1768,1072497,544749
540,48 E Lake Rd,013.-01-18.0,210,04,1512,1072423,544789
541,E Lake Rd,013.-01-21.1,311,,,1071874,544596
542,5  Lakeview Cir,013.-01-45.0,210,01,1352,1072174,544174
543,73 E Lake Rd,013.-02-04.0,210,08,1797,1071876,545424
544,184 E Genesee St,013.-02-18.0,210,05,1578,1072715,545016
545,188 E Genesee St,013.-02-20.0,210,08,1770,1072724,545150
546,7  Ash Wood Ln,014.-01-14.0,210,04,2784,1071249,545164
547,3  Compass Ln,014.-01-27.0,210,03,2016,1070648,545421
548,9  Day Ln,014.-01-31.0,210,01,2122,1070540,545322
549,103 E Lake Rd,014.-02-03.0,210,04,1673,1070921,546129
550,93 E Lake Rd,014.-02-06.0,210,05,3244,1071312,545845
551,101 W Lake St,015.-01-02.0,210,06,8206,1070265,540837
552,Elec Trans,650.1-9999-131.600/1001,,,,0,0
553,98  Fennell St,002.-02-36.0,,,,0,0
554,3808  Jordan Rd,004.1-01-01.0,,,,0,0
555,18  Hannum St,006.-06-30.0,,,,0,0
556,10  Heather Woods Ct,010.-03-05.0,,,,0,0
557,1330 E Genesee St,013.-02-28.2,330,,,1072221,545566
558,103  Orchard Rd,003.-03-04.0,210,05,2910,1074458,538713
559,E Lake Rd,014.-01-24.5,311,,,1070761,545810
560,77 W Elizabeth St,006.-01-07.2,210,01,2196,1073743,538474
561,118  Orchard Rd,003.-04-11.0,210,05,2874,1075223,538431
562,111  Sinclair St,003.-03-08.0,210,05,2579,1074851,538085
563,106  Sinclair St,003.-06-04.0,210,05,2438,1075453,538418
564,3  Fennell St - Apt B,006.-06-11.0/2,411,,,1073602,540970
565,4 E Genesee St - Unit 2,012.-01-11.2/2,411,,,0,0
566,125  Orchard Rd,003.-07-06.0,210,05,2418,1075591,537917
567,20  Fennell St,006.-05-38.1,438,,,1074013,540674
568,5  Fuller St,006.1-01-02.5,210,06,2418,1072894,538030
569,2  Highland St,006.-01-22.0,210,01,986,1073548,538836
570,16  Highland St,006.-01-28.1,210,04,1404,1073395,538322
571,20  Highland St,006.-01-29.1,210,05,2304,1073450,538150
572,1  Highland St,006.-02-10.0,210,01,816,1073221,538867
573,86 W Genesee St,006.-02-18.0,210,08,1652,1073018,538819
574,43  Griffin St,006.-03-06.0,210,08,1116,1074233,539363
575,74 W Genesee St,006.-03-22.0,210,08,2368,1073076,539194
576,41 W Elizabeth St,006.-04-03.0,210,04,1830,1074312,539661
577,30  Hannum St,006.-04-16.0,210,04,1907,1073898,539920
578,59  Jordan St,006.-05-14.0,210,08,1561,1074529,540786
579,57  Jordan St,006.-05-15.0,210,05,1908,1074468,540805
580,51  Jordan St,006.-05-18.0,230,08,2898,1074294,540857
581,47  Jordan St,006.-05-20.0,220,08,3224,1074177,540893
582,45  Jordan St,006.-05-21.0,215,08,4224,1074125,540909
583,42  Fennell St,006.-05-42.0,438,,,1074296,540175
584,6  Hannum St,006.-06-24.0,220,08,2291,1073271,540459
585,22  Hannum St,006.-06-31.0,220,08,1293,1073681,540231
586,21  Fennell St,006.-06-35.0,449,,,1073637,540577
587,37  Hannum St,006.-07-02.0,210,08,994,1073767,539794
588,48 W Genesee St,006.-07-18.0,210,05,2644,1073126,540010
589,50 W Genesee St,006.-07-20.0,210,08,2610,1073126,539959
590,58 W Genesee St,006.-07-23.0,210,08,1939,1073102,539724
591,10 E Elizabeth St,007.-01-04.0,210,05,1208,1074740,541132
592,24 E Elizabeth St,007.-01-11.0,210,08,1471,1074696,541577
593,43  State St - Unit 3C,007.-01-13.0/11,411,,,0,0
594,43  State St - Unit 4C,007.-01-13.0/15,411,,,0,0
595,35  State St,007.-01-15.0,210,08,2830,1074410,541725
596,3  Academy St,007.-01-25.0,210,08,2158,1074432,541111
597,49  Academy St,007.-02-18.0,210,05,3633,1074176,542710
598,40  Academy St,007.-03-09.0,210,08,2496,1074010,542240
599,3  Palmer Pl,007.-03-17.0,210,05,1751,1073839,542352
600,7  Leitch Ave,007.-03-23.0,210,13,760,1073365,542568
601,91 E Genesee St,007.-03-27.0,210,08,2751,1073415,542306
602,12  Academy St,007.-04-06.0,210,08,1585,1074200,541296
603,16  Academy St,007.-04-08.0,210,05,2388,1074181,541421
604,23 1/2  State St,007.-04-15.1,210,01,1420,1073928,541562
605,7  State St,007.-04-22.0,210,08,1711,1073502,541527
606,52 E Elizabeth St,008.-01-02.0,210,04,1268,1074785,543086
607,19  Onondaga St,008.-01-29.0,210,08,1316,1073597,543381
608,105 E Genesee St,008.-01-40.0,210,08,2992,1073219,542757
609,12  Leitch Ave,008.-01-44.0,210,08,3246,1073506,542768
610,20  Leitch Ave,008.-01-46.0,210,08,2874,1073699,542813
611,24  Leitch Ave,008.-01-47.0,210,08,2163,1073788,542827
612,42  Leitch Ave,008.-01-54.0,210,05,2100,1074290,542926
613,44  Leitch Ave,008.-01-55.0,210,05,1604,1074291,543126
614,10  East St,008.-02-13.0,210,05,1632,1074474,544143
615,12  East St,008.-02-14.0,210,01,988,1074558,544117
616,18  Onondaga St,009.-01-06.0,210,08,2325,1073394,543627
617,30 E Lake St,009.-01-29.0,210,05,1534,1073071,544486
618,32 E Lake St,009.-01-30.0,210,08,1626,1073013,544534
619,155 E Genesee St,009.-01-38.0,230,08,2360,1072983,544152
620,147 E Genesee St,009.-01-42.0,210,08,2552,1073154,543890
621,143 E Genesee St,009.-01-44.0,210,08,3810,1073154,543740
622,7 E Lake St,009.-02-20.0,210,08,1719,1073637,544520
623,14  Goodspeed Pl,009.-03-09.0,210,01,1080,1073290,545154
624,2  Teasel Ln,009.-03-12.5,210,05,2114,1073854,544646
625,W Genesee St,010.-01-01.0,695,,,1072455,538489
626,81 W Genesee St,010.-01-02.0,210,08,2256,1072767,538913
627,16 W Lake St,010.-02-23.0,210,05,2549,1072571,540072
628,5  Heather Woods Ct,010.-03-08.0,210,01,1750,1071402,538536
629,2  Hawthorne Woods Ct,010.-03-11.0,210,05,2268,1071630,538705
630,8  Hawthorne Woods Ct,010.-03-14.0,311,,,1071289,538672
631,8  Wicklow Dr,011.-04-04.1,210,04,1763,1070906,538478
632,2 E Genesee St,012.-01-10.2,481,,,1073195,541227
633,42 E Genesee St,012.-01-22.0,481,,,1073172,541517
634,52 E Genesee St,012.-01-25.0,481,,,1073160,541585
635,E Genesee St,012.-01-45.0,822,,,1073198,541071
636,36  Lakeview Cir,012.-02-16.1,210,01,1454,1071886,543821
637,30  Lakeview Cir,012.-02-22.0,210,04,1729,1072335,543858
638,Utility Path - Lakeview Cir,012.-02-24.0,692,,,1071657,543924
639,6  Woodmere Ln,013.-01-06.1,210,05,2548,1072272,544348
640,166 E Genesee St,013.-01-07.0,210,01,1724,1072700,544384
641,50 E Lake Rd,013.-01-19.0,210,01,954,1072359,544830
642,54 E Lake Rd,013.-01-20.0,210,08,1612,1072282,544893
643,66 E Lake Rd,013.-01-23.0,210,05,2417,1071947,545129
644,Utility Path - Lakeview Cir,013.-01-50.0,692,,,1071532,544269
645,4  Sachem Dr,013.-02-06.6,210,05,2430,1071810,545630
646,9  Sachem Dr,013.-02-06.9,311,,,1071787,545893
647,53 E Lake Rd,013.-02-13.0,210,08,2824,1072430,545119
648,4  Gayle Rd,014.-01-06.0,210,01,1248,1071418,544973
649,86 E Lake Rd,014.-01-12.0,210,01,1567,1071375,545537
650,104 E Lake Rd,014.-01-24.1,210,05,2338,1070865,545782
651,E Lake Rd,014.-01-24.3,260,09,336,1070683,545175
652,9  Tallcot Ln,015.-01-06.2,311,,,1070457,541086
653,1  Polley Ln,015.-01-07.2,210,01,1355,1070695,540949
654,,800.-63-190.100,,,,0,0
655,Kane Ave,011.-04-21.1,311,,,1070005,538935
656,1  Whitegate Dr,011.-04-21.3,210,06,2445,1070289,538863
657,W Genesee St,006.-06-17.1,972,,,1073451,540983
658,101  Orchard Rd,003.-01-20.1,210,05,2354,1074484,538847
659,105  Orchard Rd,003.-03-03.0,210,05,3384,1074503,538637
660,104  Orchard Rd,003.-04-04.0,210,05,3928,1074719,538969
661,109  Orchard Rd,003.-03-01.0,210,06,3132,1074664,538553
662,6  Jordan St - Unit 4,007.-04-33.0/4,411,,,1073499,541315
663,53  Onondaga St,008.-02-04.1,210,08,2574,1074349,544627
664,45 W Lake St,010.-02-45.1,210,07,8679,1071493,540224
665,122  Bowdish St,003.-01-25.3,311,,,0,0
666,4 E Genesee St - Unit 4,012.-01-11.2/4,411,,,0,0
667,104  Packwood Pl,003.-05-14.0,210,06,2164,1075953,538498
668,126  Orchard Rd,003.-06-08.0,210,05,3696,1075636,538141
669,119  Orchard Rd,003.-07-03.0,210,06,3455,1075251,538026
670,121  Orchard Sec 4 Lt 45 Rd,003.-07-04.0,210,06,3738,1075338,537950
671,45  Fennell St,006.-04-10.1,210,08,2272,1074289,539890
672,88 W Elizabeth St,003.-01-26.1,311,,,0,0
673,11  Highland St,006.-02-06.1,210,01,1388,1073179,538566
674,11  Fuller St,006.1-01-02.2,210,06,2180,1072894,538030
675,48  East St,005.-02-09.0,210,03,2597,1076468,543469
676,91 W Elizabeth St,006.-01-02.0,210,01,1388,1073916,538062
677,87 W Elizabeth St,006.-01-03.0,210,04,1120,1073744,538220
678,27  Orchard Rd,006.-01-14.0,210,01,1384,1073824,538920
679,11  Orchard Rd,006.-01-21.1,210,08,1600,1073412,538954
680,14  Highland St,006.-01-31.0,311,,,1073475,538378
681,21  Highland St,006.-02-02.0,210,08,1279,1073171,538273
682,17  Highland St,006.-02-04.0,210,08,1008,1073170,538430
683,88 W Genesee St,006.-02-19.0,210,08,1697,1073013,538769
684,4  Fuller St,006.-02-23.0,210,01,2084,1073003,538327
685,10  Fuller St,006.-02-24.0,210,05,1528,1073097,538250
686,8  Orchard Rd,006.-03-25.0,210,08,2016,1073274,539158
687,39  Fennell St,006.-04-13.0,210,08,1836,1074105,539879
688,17 W Elizabeth St,006.-05-04.0,210,08,1926,1074589,540310
689,53  Jordan St,006.-05-17.0,481,,,1074347,540841
690,2  Fennell St,006.-05-30.0,464,,,1073722,541078
691,18  Fennell St,006.-05-37.0,210,04,1396,1073958,540712
692,20  Fennell St,006.-05-39.2,464,,,1073987,540586
693,32  Fennell St,006.-05-41.1,485,,,1074097,540356
694,25  Fennell St,006.-06-02.0,485,,,1073848,540297
695,19  Hannum St,006.-07-09.0,210,08,1353,1073517,540120
696,17  Hannum St,006.-07-10.0,210,08,1806,1073441,540146
697,44 W Genesee St,006.-07-17.0,210,08,2236,1073206,540085
698,20 E Elizabeth St,007.-01-09.0,210,08,2038,1074695,541469
699,43  State St - Unit 2A,007.-01-13.0/5,411,,,0,0
700,43  State St - Unit 2C,007.-01-13.0/7,411,,,0,0
701,43  State St - Unit 3A,007.-01-13.0/9,411,,,0,0
702,43  State St - Unit 3B,007.-01-13.0/10,411,,,0,0
703,38 E Elizabeth St,007.-02-03.0,210,01,1250,1074742,542307
704,57  Leitch Ave,007.-02-11.0,210,08,1560,1074666,542728
705,43  Leitch Ave,007.-02-17.0,210,05,1732,1074300,542703
706,41  Academy St,007.-02-22.0,210,08,3591,1074254,542467
707,52  Academy St,007.-03-15.0,210,05,3432,1073984,542666
708,89 E Genesee St,007.-03-28.0,210,07,4850,1073530,542249
709,81 E Genesee St,007.-03-31.0,215,07,4808,1073465,542007
710,10  State St,007.-03-37.0,210,08,3471,1073542,541712
711,18  State St,007.-03-40.0,210,08,2255,1073790,541767
712,26  State St,007.-03-44.0,210,08,2423,1073987,541802
713,88 E Genesee St - Unit B,007.-03-45.1/14,481,,,0,0
714,64 E Genesee St - Unit C,007.-03-45.1/15,481,,,0,0
715,14  Academy St,007.-04-07.0,210,08,1522,1074192,541355
716,25  State St,007.-04-14.0,220,08,2184,1074026,541582
717,3  State St,007.-04-24.0,461,,,1073413,541511
718,E Genesee St,007.-04-26.0,653,,,1073846,541415
719,24  Jordan St,007.-04-42.0,652,,,1073710,541247
720,32  Jordan St,007.-04-45.0,462,,,1073976,541203
721,44  Jordan St,007.-04-47.0/44,411,,,0,0
722,62 E Elizabeth St,008.-01-07.0,210,04,1629,1074734,543395
723,4  Ramble Wood,008.-01-16.2,210,06,3044,1074515,543433
724,16  Leitch Ave,008.-01-45.1,210,08,3412,1073592,542798
725,32  Leitch Ave,008.-01-50.0,210,08,2818,1073982,542880
726,Leitch Ave,008.-01-57.0,311,,,1074442,543028
727,56  Leitch Ave,008.-01-61.0,210,06,2104,1074741,542964
728,49  Onondaga St,008.-02-05.3,210,04,2330,1074328,544504
729,18  East St,008.-02-16.0,210,04,1534,1074737,543954
730,32  Onondaga St,009.-01-13.0,210,08,1516,1073747,544025
731,4 E Lake St,009.-01-18.0,210,08,1512,1073791,544273
732,6 E Lake St,009.-01-19.0,210,08,2362,1073671,544154
733,20 E Lake St,009.-01-24.0,210,08,1377,1073391,544401
734,163 E Genesee St,009.-01-36.0,210,08,2379,1073011,544320
735,Chestnut Cir,009.-01-46.2,311,,,1073272,543642
736,179 E Genesee St,009.-02-09.0,210,08,1635,1072916,544868
737,27 E Lake St,009.-02-11.0,210,08,1618,1072963,544750
738,23 E Lake St,009.-02-13.0,210,08,1820,1073111,544780
739,60  Onondaga St,009.-03-15.0,311,,,1073887,544959
740,4  Heritage Woods Rd,010.-01-07.0,210,06,2120,1071837,538844
741,53 W Genesee St,010.-02-12.0,421,,,1072645,539811
742,38 W Lake St,010.-02-31.0,210,08,3480,1071920,539748
743,7  Shotwell Ln,010.-02-39.0,210,08,1268,1071255,539584
744,5  Shotwell Ln,010.-02-40.0,311,,,1071240,539775
745,60 W Lake St,010.-02-42.0,210,08,3963,1071277,540029
746,41 W Lake St,010.-02-48.0,210,08,4740,1071814,540010
747,7 W Lake St,010.-02-52.0,210,06,3539,1072710,540375
748,7  Hawthorne Woods Ct,010.-03-17.0,210,05,2175,1071311,538932
749,5  Prentiss Dr,011.-02-02.0,210,05,3484,1070364,539581
750,17  Prentiss Dr,011.-02-04.0,210,06,3744,1070596,539374
751,3  Wicklow Dr,011.-04-09.1,210,06,1885,1070573,538579
752,Boathouse lt 7,012.-01-04.0,312,,,1073152,541181
753,28 E Genesee St,012.-01-18.0,481,,,1073185,541425
754,20  Lakeview Cir,012.-02-07.0,210,01,1380,1072085,543996
755,38  Lakeview Cir,012.-02-15.0,210,01,2302,1071716,543840
756,34  Lakeview Cir,012.-02-18.0,210,03,2291,1072036,543834
757,31  Lakeview Cir,012.-02-21.0,210,01,1097,1072261,543853
758,170 E Genesee St,013.-01-09.0,210,08,2004,1072660,544540
759,72 E Lake St,013.-01-25.0,210,08,2240,1071770,545242
760,51 E Lake Rd,013.-02-14.0,280,08,1698,1072513,545128
761,180 E Genesee St,013.-02-17.0,210,05,3120,1072700,544894
762,186 E Genesee St,013.-02-19.0,210,08,1674,1072720,545087
763,1  Gayle Rd,014.-01-09.0,210,01,1470,1071461,545298
764,1  Ashwood Ln,014.-01-17.0,311,,,1071225,545507
765,81 W Lake St,015.-01-09.0,210,06,3134,1070821,540602
766,69 W Lake St,015.-01-10.0,210,07,5828,1070942,540544
767,Elec Trans,650.1-9999-132.350/1011,,,,0,0
768,5  Kane Ave,010.-02-27.1,210,05,5584,1072332,539308
769,77 E Genesee St - Apt 3,007.-03-32.0/3,411,,,1073528,541928
770,71 W Genesee St,010.-02-05.1,312,,,1072767,539300
771,Village,800.-13-160.200,,,,0,0
772,72 W Elizabeth St,003.-01-22.1,210,01,1283,1074248,538541
773,Bowdish St,003.-01-25.4,311,,,0,0
774,100  Sinclair St,003.-06-01.0,210,05,2977,1075707,538559
775,106  Packwood Pl,003.-05-15.0,210,05,2888,1075926,538346
776,130  Ochard Rd,003.-05-17.0,210,06,2006,1075929,538175
777,127  Orchard Rd,003.-07-07.0,210,06,3150,1075751,537906
778,88 W Elizabeth St,003.-01-26.2,210,08,1307,0,0
779,73 W Elizabeth St,006.-01-08.0,210,01,728,1074081,538599
780,21  Orchard Rd,006.-01-16.0,210,06,2910,1073689,538939
781,10  Highland St,006.-01-25.0,210,01,1164,1073466,538546
782,94 W Genesee St,006.-02-21.0,614,,,1073003,538610
783,11  Fuller St,006.-02-26.0,311,,,1072990,538094
784,84 W Genesee St,006.-02-28.0,311,,,1073133,538867
785,25  Griffin St,006.-03-14.0,210,08,1456,1073733,539508
786,68 W Genesee St,006.-03-21.0,280,07,3274,1073409,539324
787,76 W Genesee St,006.-03-23.0,210,08,1854,1073068,539127
788,16  Orchard Rd,006.-03-29.0,210,04,1814,1073522,539145
789,15 W Elizabeth St,006.-05-05.0,210,08,1577,1074607,540414
790,9 W Elizabeth St,006.-05-07.0,210,08,1196,1074645,540541
791,41  Jordan St,006.-05-23.0,220,08,1504,1074028,540943
792,35  Jordan St,006.-05-26.0,220,08,2189,1073900,541002
793,44  Fennell St,006.-05-43.0,438,,,1074358,540158
794,46  Fennell St,006.-05-44.0,438,,,1074425,540131
795,3  Fennell St,006.-06-11.0,482,,,1073596,540978
796,12  Hannum St,006.-06-27.0,220,08,2082,1073414,540400
797,16  Hannum St,006.-06-29.1,220,08,1452,1073577,540307
798,52 W Genesee St,006.-07-21.0,210,08,2828,1073117,539889
799,8  Griffin St,006.-07-25.0,210,08,1870,1073316,539753
800,14 E Elizabeth St,007.-01-06.0,210,08,2528,1074658,541283
801,43  State St - Unit 1B,007.-01-13.0/2,411,,,0,0
802,43  State St - Unit 1D,007.-01-13.0/4,411,,,0,0
803,9  Academy St,007.-01-22.0,210,08,2244,1074451,541319
804,7  Academy St,007.-01-23.0,280,05,2593,1074423,541268
805,43  Academy St,007.-02-21.0,210,08,2319,1074242,542531
806,31  Academy St,007.-02-27.0,210,08,4004,1074322,542071
807,38  State St,007.-02-30.0,210,05,2578,1074398,541905
808,32  Academy St,007.-03-04.0,210,06,2984,1073937,541979
809,42  Academy St,007.-03-10.0,210,07,4572,1074002,542332
810,24  State St,007.-03-43.0,210,08,2152,1073938,541794
811,33 E Genesee St,007.-04-25.0,461,,,1073368,541502
812,16  Jordan St,007.-04-36.0,482,,,1073568,541254
813,22  Jordan St,007.-04-40.0,421,,,1073613,541304
814,Jordan St,007.-04-41.0/1,438,,,0,0
815,37  Onondaga St,008.-01-20.0,210,05,4834,1073944,543906
816,33  Onondaga St,008.-01-22.0,210,05,2048,1073839,543730
817,25  Onondaga St,008.-01-26.0,210,08,1673,1073659,543511
818,17  Onondaga St,008.-01-30.0,210,08,2154,1073576,543343
819,26  Onondaga St,009.-01-10.0,210,05,2512,1073551,543878
820,149 E Genesee St,009.-01-41.0,210,08,3720,1073120,543968
821,127 E Genesee St,009.-01-50.0,210,08,1971,1073068,543340
822,7  Goodspeed Pl,009.-02-04.0,210,08,2284,1073077,545006
823,21 E Lake St,009.-02-14.0,210,01,1500,1073179,544759
824,17 E Lake St,009.-02-16.0,230,08,2980,1073336,544721
825,5  Teasel Ln,009.-03-12.2,210,05,2357,1073742,544913
826,3  Teasel Ln,009.-03-12.3,210,05,2064,1073828,544886
827,54  Onondaga St,009.-03-13.0,210,04,2480,1074031,544791
828,10  Kane Ave,010.-01-03.0,411,,,1072399,538939
829,37 W Genesee St,010.-02-16.0,620,,,1072911,540160
830,20 W Lake St,010.-02-25.0,210,08,2568,1072436,539989
831,44 W Lake St,010.-02-33.0,210,08,3467,1071793,539613
832,43 W Lake St,010.-02-47.0,311,,,1071681,540086
833,2  Heather Woods Ct,010.-03-01.0,210,01,2542,1071600,538320
834,6  Heather Woods Ct,010.-03-03.0,210,05,1848,1071385,538311
835,11  Heritage Woods Rd,010.-03-10.0,210,06,1992,1071618,538545
836,10  Prentiss Dr,011.-01-01.7,210,05,3488,1070329,539923
837,4  Prentiss Dr,011.-01-05.0,210,06,3193,1069984,539547
838,4  Wicklow Dr,011.-04-02.1,210,06,2949,1070858,538648
839,2  Whitegate Dr,011.-04-11.1,210,06,2584,1070305,538617
